"Source","Target","Weight"
"صدق","حفظ","0.32108"
"صدق","مصيبه","0.35776"
"صدق","يصلح","0.41467"
"صدق","يقبل","0.31927"
"صدق","رجوله","0.30447"
"صدق","اشجع","0.30989"
"صدق","مخرب","0.35560"
"صدق","مقرف","0.31723"
"صدق","الخير","0.36731"
"صدق","حب","0.40406"
"صدق","حق","0.49723"
"صدق","حل","0.31511"
"صدق","مش كفايه","0.36363"
"صدق","حسبي الله ونعم الوكيل","0.45744"
"صدق","وقح","0.31240"
"صدق","حبيب قلبي","0.32130"
"صدق","زعلان","0.34390"
"صدق","ما شاء الله","0.34499"
"صدق","نحبك","0.33601"
"صدق","سفيه","0.32597"
"صدق","وهم","0.35050"
"صدق","خرب","0.32541"
"صدق","يخرب بيتك","0.37297"
"صدق","خلق","0.40804"
"صدق","خلص","0.36355"
"صدق","هبله","0.34774"
"صدق","يعزك","0.37283"
"صدق","بايخ","0.36062"
"صدق","يلعن ابو","0.35419"
"صدق","تقبل","0.32690"
"صدق","خير","0.38124"
"صدق","اهبل","0.38785"
"صدق","ايمان","0.32486"
"صدق","منافق","0.30368"
"صدق","ضد","0.30696"
"صدق","صادق","0.39333"
"صدق","غالي","0.36850"
"صدق","صح","0.48940"
"صدق","روعه","0.30508"
"صدق","استاذ","0.32568"
"صدق","كذاب","0.31357"
"صدق","مشكلته","0.37295"
"صدق","فاضي","0.30646"
"صدق","رحمه","0.36902"
"صدق","سخيف","0.34231"
"صدق","ظالم","0.34049"
"صدق","الحمد لله","0.42856"
"صدق","قلة ادب","0.36302"
"صدق","اخس","0.36868"
"صدق","صعبه","0.35236"
"صدق","وحش","0.31462"
"صدق","غلطان","0.35572"
"صدق","وجع","0.30531"
"صدق","ادب","0.30357"
"صدق","خربوا","0.32821"
"صدق","اسف","0.30555"
"صدق","طيب","0.50130"
"صدق","محترمه","0.31143"
"صدق","يستحي","0.34732"
"صدق","معك حق","0.36459"
"صدق","معقد","0.31022"
"صدق","اغبياء","0.32360"
"صدق","معفن","0.35454"
"صدق","يخلف","0.38555"
"صدق","متوحش","0.30041"
"صدق","اتق الله","0.30174"
"صدق","مشاكل","0.32693"
"صدق","مغرور","0.30182"
"صدق","حبيبي","0.47267"
"صدق","حبيبك","0.32199"
"صدق","يرحمك","0.32916"
"صدق","حبيبتي","0.39131"
"صدق","يرحمه","0.34574"
"صدق","يشفيك","0.33355"
"صدق","هي ناقصه","0.42130"
"صدق","اتقي الله","0.30565"
"صدق","مثلي","0.31593"
"صدق","عصب","0.30998"
"صدق","كريم","0.33947"
"صدق","كريه","0.32072"
"صدق","مستحيل","0.37837"
"صدق","قليل الادب","0.31661"
"صدق","ملاك","0.32167"
"صدق","امل","0.30263"
"صدق","اهم","0.42707"
"صدق","سلامات","0.30188"
"صدق","رحم","0.33492"
"صدق","كذب","0.39598"
"صدق","متفائل","0.30286"
"صدق","عدل","0.36519"
"صدق","حلوه","0.42279"
"صدق","اي كلام","0.40958"
"صدق","حمار","0.33351"
"صدق","افضل","0.39161"
"صدق","محترم","0.31663"
"صدق","رجع","0.32699"
"صدق","يوفقك","0.30783"
"صدق","كويس","0.40407"
"صدق","ماتوا","0.30435"
"صدق","ظلم","0.35220"
"صدق","بطل","0.31741"
"صدق","قوي","0.32561"
"صدق","قهر","0.31279"
"صدق","عظيم","0.31175"
"صدق","قاتل","0.33236"
"صدق","تصدق","0.43905"
"صدق","صراحه","0.47019"
"صدق","اعجاب","0.30091"
"صدق","قادر","0.34958"
"صدق","مؤمن","0.31455"
"صدق","اتقي","0.38260"
"صدق","تتريق","0.32727"
"صدق","يخليك","0.39392"
"صدق","استهبال","0.40262"
"صدق","يسامح","0.40934"
"صدق","صاحب","0.33242"
"صدق","يهدي","0.30625"
"صدق","يسب","0.32097"
"صدق","يرحم","0.32943"
"صدق","حيوان","0.32143"
"صدق","صحيح","0.42170"
"صدق","ينور","0.31706"
"صدق","واسطه","0.33363"
"صدق","فضل","0.32865"
"صدق","غضب","0.30307"
"صدق","غصب","0.32824"
"صدق","خاين","0.31715"
"صدق","خايف","0.38035"
"صدق","ينصر","0.31967"
"صدق","قدر","0.38328"
"صدق","عيب","0.45174"
"صدق","تصلح","0.36176"
"صدق","عيل","0.31141"
"صدق","يسعدك","0.30524"
"صدق","واضح","0.42021"
"صدق","خربو","0.32797"
"صدق","غبي","0.40270"
"صدق","امانه","0.40032"
"صدق","سلام","0.31242"
"صدق","عقل","0.31288"
"صدق","قبح","0.30792"
"صدق","مات","0.35798"
"صدق","تضحك","0.35232"
"صدق","متخلف","0.31406"
"صدق","معاناه","0.35628"
"صدق","لعن","0.30339"
"صدق","تحفه","0.31140"
"صدق","مين ده","0.39565"
"صدق","تعب","0.31553"
"صدق","جاهل","0.34978"
"صدق","محرض","0.30367"
"صدق","المشكله","0.34135"
"صدق","يعجبني","0.34154"
"صدق","حبيب","0.35689"
"صدق","حرام","0.46026"
"صدق","حلوين","0.30595"
"صدق","غلط","0.38625"
"صدق","خلصو","0.35318"
"صدق","يصبر","0.30803"
"صدق","ماشاء الله","0.41440"
"صدق","احسن","0.49097"
"صدق","دمه خفيف","0.33632"
"صدق","يبارك","0.30413"
"صدق","ضعيف","0.30353"
"صدق","يصبرك","0.39110"
"صدق","سلم","0.33353"
"صدق","يهديك","0.44624"
"صدق","اياكم","0.30474"
"صدق","بحبه","0.32220"
"صدق","عنصريه","0.31609"
"صدق","اجمل","0.32547"
"صدق","مشكله","0.41399"
"صدق","لسع","0.33031"
"صدق","اعترض","0.30883"
"صدق","احلف","0.40282"
"صدق","شكرا","0.38374"
"صدق","منحرف","0.30613"
"صدق","شبه","0.30238"
"صدق","اقدر","0.37694"
"صدق","معاك حق","0.38834"
"صدق","يحميك","0.32152"
"صدق","ثقه","0.32794"
"الحمد الله","يحيك","0.30417"
"الحمد الله","يكرمك","0.33348"
"الحمد الله","الحمد","0.66662"
"الحمد الله","الف شكر","0.33291"
"الحمد الله","شر البليه ما يضحك","0.33545"
"الحمد الله","ينصرهم","0.32832"
"الحمد الله","حلو","0.34250"
"الحمد الله","الخير","0.36885"
"الحمد الله","حق","0.33232"
"الحمد الله","حسبي الله ونعم الوكيل","0.35214"
"الحمد الله","احييك","0.36490"
"الحمد الله","خلق","0.32586"
"الحمد الله","حمد الله","0.40004"
"الحمد الله","تقبل","0.30973"
"الحمد الله","خير","0.35163"
"الحمد الله","غالي","0.31559"
"الحمد الله","صح","0.31505"
"الحمد الله","الحمد لله","0.67363"
"الحمد الله","يحفظك","0.30695"
"الحمد الله","طيب","0.33950"
"الحمد الله","يتحسر","0.30410"
"الحمد الله","يخلف","0.35113"
"الحمد الله","حبيبي","0.33497"
"الحمد الله","حبيبتي","0.37795"
"الحمد الله","يشفيك","0.30050"
"الحمد الله","يتطاول","0.33920"
"الحمد الله","اهم","0.32935"
"الحمد الله","حلوه","0.30112"
"الحمد الله","سلامتك","0.40866"
"الحمد الله","يوفقك","0.34594"
"الحمد الله","كويس","0.31444"
"الحمد الله","قادر","0.36567"
"الحمد الله","يخليك","0.34256"
"الحمد الله","نشكر","0.31048"
"الحمد الله","هواهم","0.30041"
"الحمد الله","فضل","0.30117"
"الحمد الله","قدر","0.34549"
"الحمد الله","اعتراض","0.31411"
"الحمد الله","يسعدك","0.36167"
"الحمد الله","تسلمي","0.31290"
"الحمد الله","توافق","0.30326"
"الحمد الله","ماشاء الله","0.33130"
"الحمد الله","احسن","0.36773"
"الحمد الله","يبارك","0.30883"
"الحمد الله","يصبرك","0.37748"
"الحمد الله","يهديك","0.34111"
"الحمد الله","اعترض","0.35731"
"الحمد الله","حمدالله","0.48736"
"الحمد الله","شكرا","0.39884"
"الحمد الله","يتمم","0.30076"
"الحمد الله","يحميك","0.31018"
"الحمد الله","نعترض","0.31740"
"هزم","اشجع","0.35383"
"هزم","خسر","0.43275"
"هزم","هزيمه","0.40569"
"هزم","ينهزم","0.52667"
"هزم","شجع","0.33648"
"موتوا بغيظكم","اصمت","0.35800"
"موتوا بغيظكم","بغيظكم","0.46804"
"حسبى الله ونعم الوكيل","بتفهم","0.30389"
"حسبى الله ونعم الوكيل","بيحب","0.35037"
"حسبى الله ونعم الوكيل","يكرمك","0.30211"
"حسبى الله ونعم الوكيل","مش فاهم حاجه","0.37382"
"حسبى الله ونعم الوكيل","كفايه","0.31881"
"حسبى الله ونعم الوكيل","حق","0.31638"
"حسبى الله ونعم الوكيل","مش كفايه","0.36941"
"حسبى الله ونعم الوكيل","حسبي الله ونعم الوكيل","0.31106"
"حسبى الله ونعم الوكيل","مين ده","0.32537"
"حسبى الله ونعم الوكيل","احسن","0.32139"
"يكسب","مش فاهم حاجه","0.32220"
"يكسب","اشجع","0.35010"
"يكسب","خسر","0.36141"
"يكسب","حق","0.31162"
"يكسب","مش كفايه","0.32958"
"يكسب","فاز","0.30633"
"يكسب","كسب","0.36514"
"يكسب","كويس","0.30847"
"يكسب","يربح","0.30128"
"يكسب","احسن","0.31388"
"يكسب","ينهزم","0.37761"
"يكسب","شجع","0.34314"
"يكسب","نكسب","0.38236"
"تعدي","الحمد لله","0.31071"
"تعدي","يتطاول","0.33714"
"تعدي","قادر","0.32633"
"تعدي","اعترض","0.32867"
"تعدي","شكرا","0.31167"
"تعدي","يتمم","0.32648"
"ممتاز","رائع","0.36339"
"ممتاز","جيد","0.34231"
"ممتاز","جميل","0.30596"
"ممتاز","حلو","0.30315"
"ممتاز","متواضع","0.33870"
"ممتاز","مشكلته","0.30306"
"ممتاز","ممتازه","0.30344"
"ممتاز","وممتاز","0.36977"
"ممتاز","افضل","0.34496"
"ممتاز","كويس","0.30649"
"ممتاز","خطير","0.32829"
"ممتاز","واضح","0.33194"
"ممتاز","مميز","0.34185"
